sku_id,price,cate,para_1,para_2,para_3
22403,194.6,1,20.24,-1,-1
22404,487.0,101,40.67,2,5
22405,321.3,30,78.78,-1,-1
22406,2451.0,71,71.89,-1,-1
22407,671.4,71,91.12,-1,-1
22408,385.7,101,206.68,4,4
22409,2216.1,71,83.05,-1,-1
22410,282.3,1,47.78,-1,-1
22411,230.7,71,21.57,-1,-1
22412,759.2,71,78.68,-1,-1
22413,1973.4,30,40.38,-1,-1
22414,418.3,101,80.78,3,4
22415,15169.4,71,80.75,-1,-1
22416,699.7,71,79.75,-1,-1
22417,474.6,101,313.72,4,4
22418,229.0,46,25.62,-1,-1
22419,442.5,30,79.69,-1,-1
22420,552.7,101,88.19,-1,4
22421,192.0,1,18.84,-1,-1
22422,747.0,71,79.38,-1,-1
22423,402.1,101,241.81,3,-1
22424,181.1,30,79.57,-1,-1
22425,193.0,83,3.34,-1,-1
22426,518.1,101,40.41,2,4
22427,474.8,101,63.0,3,4
22428,744.2,71,63.83,-1,-1
22429,1566.6,101,238.41,3,5
22430,276.9,101,15.76,-1,-1
22431,319.7,101,332.11,-1,-1
22432,647.0,101,82.31,3,4
22433,277.8,101,64.94,2,-1
22434,529.4,101,82.59,-1,4
22435,562.4,101,119.88,2,5
22436,852.6,71,65.28,-1,-1
22437,647.8,101,161.89,3,2
22438,584.6,101,151.19,3,2
22439,390.3,101,280.77,2,4
22440,1584.6,71,70.94,-1,-1
22441,2276.4,71,81.11,-1,-1
22442,426.9,101,148.0,3,2
22443,546.2,30,28.33,-1,-1
22444,548.0,71,64.08,-1,-1
22445,406.1,1,37.03,-1,-1
22446,674.0,71,72.7,-1,-1
22447,412.9,83,34.38,-1,-1
22448,192.5,83,5.24,-1,-1
22449,1168.4,71,74.72,-1,-1
22450,815.8,101,66.26,4,4
22451,158.7,101,56.53,2,4
22452,1143.1,71,83.12,-1,-1
22453,624.6,101,161.03,-1,-1
22454,317.7,1,40.67,-1,-1
22455,4690.1,71,74.09,-1,-1
22456,743.4,71,69.49,-1,-1
22457,527.3,101,167.22,3,3
22458,371.5,101,242.86,3,2
22459,279.2,30,170.98,-1,-1
22460,963.0,101,184.26,4,-1
22461,4837.7,71,90.44,-1,-1
22462,581.5,71,79.8,-1,-1
22463,4538.0,71,90.12,-1,-1
22464,5113.8,71,80.28,-1,-1
22465,769.4,71,107.07,-1,-1
22466,765.5,71,81.0,-1,-1
22467,283.5,30,327.52,-1,-1
22468,328.1,83,40.92,-1,-1
22469,1230.7,101,428.36,6,2
22470,182.8,83,9.93,-1,-1
22471,5856.2,71,65.08,-1,-1
22472,474.9,30,164.32,-1,-1
22473,2027.5,71,64.22,-1,-1
22474,468.3,71,40.39,-1,-1
22475,512.9,30,109.72,-1,-1
22476,443.3,101,244.81,4,4
22477,885.8,71,71.58,-1,-1
22478,1453.4,71,63.29,-1,-1
22479,20303.9,71,82.76,-1,-1
22480,5578.4,71,633.78,-1,-1
22481,390.6,1,18.37,-1,-1
22482,1429.1,71,71.07,-1,-1
22483,102.0,46,121.47,-1,-1
22484,339.2,1,65.13,-1,-1
22485,626.9,71,32.28,-1,-1
22486,177.4,101,68.1,2,-1
22487,27.2,101,82.25,1,-1
22488,4530.3,71,86.83,-1,-1
22489,2024.9,71,82.5,-1,-1
22490,14006.2,71,66.19,-1,-1
22491,628.4,101,58.17,4,4
22492,176.0,46,118.86,-1,-1
22493,826.6,30,81.14,-1,-1
22494,327.5,101,142.31,-1,3
22495,288.4,101,130.9,3,4
22496,1569.1,71,71.12,-1,-1
22497,290.0,101,160.33,3,4
22498,550.1,101,40.8,3,4
22499,1366.8,71,82.75,-1,-1
22500,649.8,71,88.39,-1,-1
22501,61.9,30,6.5,-1,-1
22502,200.0,1,11.98,-1,-1
22503,1928.5,101,40.63,1,-1
22504,128.0,46,19.41,-1,-1
22505,8583.2,71,56.01,-1,-1
22506,8169.3,71,63.82,-1,-1
22507,1046.5,30,40.12,-1,-1
22508,289.0,101,56.18,2,4
22509,523.5,101,66.26,2,4
22510,10621.9,71,83.1,-1,-1
22511,905.5,71,82.74,-1,-1
22512,92.0,1,64.09,-1,-1
22513,3094.4,71,96.19,-1,-1
22514,3758.2,101,82.4,3,3
22515,225.0,101,83.33,1,-1
22516,618.7,71,83.05,-1,-1
22517,691.5,46,389.76,-1,-1
22518,1250.2,30,7.92,-1,-1
22519,1842.8,71,12.3,-1,-1
22520,360.6,101,98.8,2,5
22521,434.8,71,41.12,-1,-1
22522,163.4,1,24.71,-1,-1
22523,1315.6,71,64.21,-1,-1
22524,2363.8,71,72.92,-1,-1
22525,1045.4,71,72.92,-1,-1
22526,1401.2,71,82.5,-1,-1
22527,72.4,71,9.69,-1,-1
22528,362.0,1,55.84,-1,-1
22529,608.7,71,435.57,-1,-1
22530,2304.6,71,72.87,-1,-1
22531,296.1,1,57.6,-1,-1
22532,515.8,101,123.51,3,3
22533,1176.0,71,403.72,-1,-1
22534,631.9,101,1639.8,-1,-1
22535,190.1,1,30.44,-1,-1
22536,900.8,101,81.21,3,1
22537,2058.2,71,65.78,-1,-1
22538,1203.7,71,160.26,-1,-1
22539,254.0,71,61.08,-1,-1
22540,42.8,30,16.24,-1,-1
22541,1560.8,71,73.04,-1,-1
22542,1576.4,101,80.52,3,3
22543,984.6,46,40.83,-1,-1
22544,591.7,46,56.83,-1,-1
22545,4439.1,71,474.73,-1,-1
22546,1566.4,71,408.74,-1,-1
22547,181.1,1,32.86,-1,-1
22548,361.8,101,237.97,3,-1
22549,458.6,30,82.59,-1,-1
22550,4029.3,71,575.11,-1,-1
22551,518.1,71,72.41,-1,-1
22552,150.8,83,16.32,-1,-1
22553,169.2,30,79.95,-1,-1
22554,397.4,101,315.16,3,-1
22555,428.4,101,124.89,2,5
22556,869.0,71,119.06,-1,-1
22557,723.1,101,248.72,-1,4
22558,401.5,83,48.38,-1,-1
22559,1559.3,101,41.66,3,5
22560,1010.5,30,316.4,-1,-1
22561,2300.7,71,72.44,-1,-1
22562,257.4,101,56.65,2,2
22563,560.5,71,82.08,-1,-1
22564,436.4,101,382.35,4,4
22565,208.1,1,18.86,-1,-1
22566,1946.0,71,49.96,-1,-1
22567,68.9,101,24.9,1,4
22568,157.6,83,2.43,-1,-1
22569,220.1,71,81.25,-1,-1
22570,441.5,46,78.63,-1,-1
22571,742.1,71,71.41,-1,-1
22572,3738.9,71,240.66,-1,-1
22573,793.2,71,89.77,-1,-1
22574,5009.0,71,72.89,-1,-1
22575,1815.8,71,65.45,-1,-1
22576,133.3,101,33.1,1,-1
22577,1256.8,30,638.4,-1,-1
22578,1104.8,71,83.02,-1,-1
22579,336.7,83,24.17,-1,-1
22580,1619.1,30,41.68,-1,-1
22581,315.1,71,63.12,-1,-1
22582,1161.0,101,348.03,-1,-1
22583,1117.8,46,237.42,-1,-1
22584,132.7,83,4.07,-1,-1
22585,721.2,71,63.39,-1,-1
22586,5103.2,71,63.91,-1,-1
22587,921.3,71,82.16,-1,-1
22588,182.8,101,64.06,2,-1
22589,787.9,101,63.69,3,-1
22590,627.4,30,327.13,-1,-1
22591,153.4,101,2.08,-1,-1
22592,2261.8,71,73.25,-1,-1
22593,632.7,101,82.1,3,-1
22594,174.1,30,81.55,-1,-1
22595,328.0,46,16.42,-1,-1
22596,1472.5,101,208.58,3,4
22597,843.2,71,82.98,-1,-1
22598,8021.5,71,64.83,-1,-1
22599,394.6,101,119.7,3,-1
22600,1395.3,71,157.26,-1,-1
22601,288.2,71,9.53,-1,-1
22602,8044.9,71,33.19,-1,-1
22603,954.9,101,318.61,4,-1
22604,1164.2,71,89.23,-1,-1
22605,1069.3,71,72.56,-1,-1
22606,611.9,101,239.62,-1,-1
22607,6635.3,71,40.57,-1,-1
22608,1850.3,71,218.91,-1,-1
22609,508.6,46,159.32,-1,-1
22610,378.9,71,31.57,-1,-1
22611,232.4,83,4.0,-1,-1
22612,149.8,101,57.73,2,2
22613,3839.3,71,74.93,-1,-1
22614,611.9,30,360.09,-1,-1
22615,7410.0,71,63.24,-1,-1
22616,6224.3,71,82.45,-1,-1
22617,2828.9,71,41.45,-1,-1
22618,1774.4,101,489.18,6,-1
22619,188.4,71,45.79,-1,-1
22620,183.5,71,39.65,-1,-1
22621,149.8,1,40.93,-1,-1
22622,3744.8,71,31.69,-1,-1
22623,1622.7,71,83.34,-1,-1
22624,556.1,101,118.83,3,4
22625,2804.9,71,81.03,-1,-1
22626,128.0,30,8.02,-1,-1
22627,204.7,30,74.8,-1,-1
22628,693.0,71,160.84,-1,-1
22629,108.9,83,4.84,-1,-1
22630,808.6,71,74.52,-1,-1
22631,578.1,46,17.42,-1,-1
22632,303.5,101,64.73,3,4
22633,761.9,101,158.88,3,4
22634,161.1,101,143.29,3,5
22635,286.6,30,306.96,-1,-1
22636,244.5,83,17.76,-1,-1
22637,605.1,1,73.08,-1,-1
22638,1612.6,71,71.1,-1,-1
22639,62.3,46,41.19,-1,-1
22640,205.2,46,17.88,-1,-1
22641,1166.0,71,66.23,-1,-1
22642,544.1,101,82.41,-1,-1
22643,451.2,71,95.96,-1,-1
22644,200.7,30,7.91,-1,-1
22645,1060.3,71,73.76,-1,-1
22646,687.9,30,290.27,-1,-1
22647,2644.5,71,39.33,-1,-1
22648,116.6,1,24.11,-1,-1
22649,2493.4,71,40.55,-1,-1
22650,5011.1,71,82.24,-1,-1
22651,388.7,30,222.7,-1,-1
22652,788.4,71,33.2,-1,-1
22653,164.7,101,156.16,2,4
22654,926.6,71,82.41,-1,-1
22655,1303.5,101,393.5,4,4
22656,140.3,101,55.54,2,5
22657,1634.7,71,78.68,-1,-1
22658,1639.4,71,73.26,-1,-1
22659,365.6,30,133.47,-1,-1
22660,58.4,30,5.6,-1,-1
22661,1158.0,30,198.29,-1,-1
22662,9682.8,71,72.16,-1,-1
22663,3094.8,71,256.6,-1,-1
22664,82.3,83,16.28,-1,-1
22665,4814.0,71,30.72,-1,-1
22666,70.1,101,28.09,2,3
22667,456.1,101,80.07,3,4
22668,1944.1,71,47.53,-1,-1
22669,587.1,101,79.89,3,4
22670,294.2,101,332.54,2,4
22671,538.8,71,79.0,-1,-1
22672,1367.3,71,41.1,-1,-1
22673,1884.2,71,72.0,-1,-1
22674,343.9,83,15.81,-1,-1
22675,517.3,101,201.35,3,-1
22676,39.5,101,7.98,1,4
22677,803.5,71,73.81,-1,-1
22678,335.8,1,19.96,-1,-1
22679,4061.3,71,65.37,-1,-1
22680,1396.4,71,80.54,-1,-1
22681,503.9,1,23.91,-1,-1
22682,181.7,1,40.32,-1,-1
22683,672.0,101,275.93,3,4
22684,389.4,101,98.96,3,3
22685,209.2,1,19.67,-1,-1
22686,429.1,101,41.48,2,3
22687,598.0,101,31.44,2,-1
22688,3198.2,71,73.84,-1,-1
22689,923.4,71,75.25,-1,-1
22690,2163.7,71,71.06,-1,-1
22691,1194.4,71,80.54,-1,-1
22692,698.2,101,333.65,4,3
22693,138.1,1,18.3,-1,-1
22694,5386.8,71,64.76,-1,-1
22695,282.3,30,51.02,-1,-1
22696,284.3,30,61.77,-1,-1
22697,184.6,30,40.42,-1,-1
22698,571.9,71,74.29,-1,-1
22699,206.6,101,40.37,2,-1
22700,141.0,30,81.82,-1,-1
22701,404.7,71,97.51,-1,-1
22702,9.0,46,8.03,-1,-1
22703,2412.1,71,73.21,-1,-1
22704,90.0,83,4.85,-1,-1
22705,645.5,71,33.32,-1,-1
22706,560.0,71,115.43,-1,-1
22707,20617.3,71,82.61,-1,-1
22708,378.9,1,15.99,-1,-1
22709,655.1,101,180.87,3,-1
22710,111.2,46,240.43,-1,-1
22711,2405.1,71,71.59,-1,-1
22712,85.3,46,18.13,-1,-1
22713,2492.3,71,89.22,-1,-1
22714,404.0,101,159.0,3,6
22715,256.5,1,39.49,-1,-1
22716,7396.0,71,69.93,-1,-1
22717,2322.7,71,80.25,-1,-1
22718,1357.5,71,80.33,-1,-1
22719,211.2,30,67.29,-1,-1
22720,654.2,71,89.19,-1,-1
22721,287.4,101,55.14,2,4
22722,1299.9,71,66.24,-1,-1
22723,1215.9,101,323.93,3,-1
22724,105.3,83,8.11,-1,-1
22725,801.0,71,248.26,-1,-1
22726,1952.5,101,158.09,-1,-1
22727,112.1,101,40.03,1,4
22728,958.0,101,158.78,3,4
22729,4572.0,71,99.14,-1,-1
22730,122.6,83,4.73,-1,-1
22731,385.2,101,79.76,2,3
22732,48.4,30,5.61,-1,-1
22733,903.4,101,477.1,-1,3
22734,3033.4,71,105.02,-1,-1
22735,1230.1,71,40.34,-1,-1
22736,344.1,101,48.77,3,4
22737,903.7,71,402.0,-1,-1
22738,770.2,71,63.38,-1,-1
22739,1613.4,71,72.86,-1,-1
22740,1344.7,101,119.5,3,-1
22741,626.4,101,142.87,4,5
22742,6873.5,71,94.66,-1,-1
22743,1456.3,71,79.28,-1,-1
22744,585.7,101,95.22,4,-1
22745,390.2,30,121.58,-1,-1
22746,674.6,71,32.83,-1,-1
22747,172.5,46,123.28,-1,-1
22748,421.6,1,36.01,-1,-1
22749,455.1,101,158.3,3,2
22750,5252.4,71,63.54,-1,-1
22751,906.3,71,33.18,-1,-1
22752,648.8,101,278.95,4,4
22753,68.6,46,32.18,-1,-1
22754,156.7,101,79.23,2,4
22755,264.9,101,107.56,2,-1
22756,1552.8,46,39.85,-1,-1
22757,562.2,101,64.76,2,-1
22758,831.0,71,71.29,-1,-1
22759,528.6,71,91.36,-1,-1
22760,371.5,1,40.48,-1,-1
22761,1796.5,71,53.9,-1,-1
22762,300.0,30,39.56,-1,-1
22763,943.1,46,40.29,-1,-1
22764,528.3,46,314.93,-1,-1
22765,3352.9,71,417.7,-1,-1
22766,691.1,71,81.4,-1,-1
22767,1093.3,101,413.49,3,-1
22768,404.9,101,78.73,2,-1
22769,546.7,101,119.23,3,-1
22770,39.5,101,1.89,1,3
22771,526.1,30,501.69,-1,-1
22772,112.8,46,80.84,-1,-1
22773,186.4,46,80.68,-1,-1
22774,785.1,71,62.86,-1,-1
22775,61.3,83,9.44,-1,-1
22776,2337.2,71,158.31,-1,-1
22777,5793.9,71,72.93,-1,-1
22778,625.7,71,31.93,-1,-1
22779,509.7,101,161.53,3,-1
22780,389.4,30,290.74,-1,-1
22781,256.3,1,41.58,-1,-1
22782,71.9,83,3.35,-1,-1
22783,637.6,101,64.81,3,4
22784,150.6,83,6.57,-1,-1
22785,113.3,83,2.38,-1,-1
22786,2347.6,71,71.69,-1,-1
22787,7436.8,71,412.44,-1,-1
22788,5749.6,71,83.24,-1,-1
22789,838.7,71,64.44,-1,-1
22790,354.2,83,19.8,-1,-1
22791,1811.0,71,96.78,-1,-1
22792,195.1,101,158.52,3,4
22793,254.5,46,81.36,-1,-1
22794,2080.3,71,81.53,-1,-1
22795,2803.1,71,72.15,-1,-1
22796,3056.8,71,82.91,-1,-1
22797,1317.5,71,104.01,-1,-1
22798,2289.8,101,322.06,4,4
22799,83.7,71,15.76,-1,-1
22800,57.2,83,1.66,-1,-1
22801,457.4,101,16.33,-1,-1
22802,148.9,83,8.62,-1,-1
22803,248.6,1,42.95,-1,-1
22804,564.3,71,72.76,-1,-1
22805,3262.1,71,83.26,-1,-1
22806,545.3,101,118.49,3,4
22807,1529.1,101,1893.88,5,-1
22808,539.5,101,41.01,3,3
22809,1033.0,71,74.33,-1,-1
22810,647.0,101,120.41,2,-1
22811,399.8,30,121.57,-1,-1
22812,621.5,101,156.61,3,4
22813,156.1,101,24.23,-1,-1
22814,2138.6,101,568.34,3,-1
22815,163.8,83,3.21,-1,-1
22816,481.0,71,40.87,-1,-1
22817,4125.0,71,39.3,-1,-1
22818,761.8,101,83.24,3,-1
22819,66.9,101,147.86,3,4
22820,655.2,71,79.93,-1,-1
22821,608.0,101,41.67,3,2
22822,652.8,101,288.06,3,4
22823,838.1,71,63.81,-1,-1
22824,1208.5,71,74.8,-1,-1
22825,1039.9,71,70.32,-1,-1
22826,3668.6,71,67.81,-1,-1
22827,3109.6,71,99.39,-1,-1
22828,802.7,101,82.91,4,4
22829,2655.2,71,36.01,-1,-1
22830,101.6,101,47.19,-1,-1
22831,200.9,30,65.53,-1,-1
22832,2470.9,71,426.73,-1,-1
22833,844.3,101,64.42,-1,4
22834,697.7,71,75.88,-1,-1
22835,7392.4,71,157.45,-1,-1
22836,513.3,30,131.85,-1,-1
22837,367.3,101,79.2,-1,4
22838,1049.1,71,94.1,-1,-1
22839,719.4,71,63.43,-1,-1
22840,56.0,83,7.92,-1,-1
22841,257.9,71,41.41,-1,-1
22842,295.3,71,82.74,-1,-1
22843,333.3,83,36.39,-1,-1
22844,319.9,30,80.92,-1,-1
22845,733.5,71,90.27,-1,-1
22846,744.0,71,73.11,-1,-1
22847,1139.0,71,80.82,-1,-1
22848,328.9,1,66.39,-1,-1
22849,432.6,71,82.19,-1,-1
22850,1284.3,71,63.59,-1,-1
22851,3496.5,71,64.64,-1,-1
22852,278.4,101,16.28,2,4
22853,1350.0,71,93.65,-1,-1
22854,624.4,101,409.53,3,4
22855,396.7,30,161.25,-1,-1
22856,176.7,46,79.07,-1,-1
22857,245.3,83,16.59,-1,-1
22858,2020.8,101,326.03,2,5
22859,498.6,83,53.56,-1,-1
22860,1168.3,30,220.47,-1,-1
22861,18532.6,71,66.57,-1,-1
22862,1171.7,30,140.23,-1,-1
22863,111.7,83,16.22,-1,-1
22864,2273.6,71,230.48,-1,-1
22865,1562.3,71,79.23,-1,-1
22866,307.4,1,39.56,-1,-1
22867,9756.3,71,71.4,-1,-1
22868,856.7,101,407.58,4,3
22869,235.6,71,40.63,-1,-1
22870,1059.0,101,165.13,-1,-1
22871,623.1,101,143.59,3,-1
22872,187.2,101,81.81,1,1
22873,8458.6,71,72.67,-1,-1
22874,211.2,1,17.86,-1,-1
22875,774.4,71,89.09,-1,-1
22876,2714.0,71,65.45,-1,-1
22877,1676.9,71,63.27,-1,-1
22878,1190.1,71,112.94,-1,-1
22879,869.4,101,218.65,3,4
22880,1021.0,71,80.5,-1,-1
22881,126.5,101,16.6,1,3
22882,752.3,30,65.09,-1,-1
22883,1194.7,71,96.63,-1,-1
22884,8569.9,71,579.59,-1,-1
22885,121.2,30,8.29,-1,-1
22886,1322.1,71,65.08,-1,-1
22887,320.5,101,331.03,-1,-1
22888,1157.0,101,80.25,4,4
22889,485.4,101,157.58,-1,-1
22890,2733.6,71,73.99,-1,-1
22891,219.2,46,18.03,-1,-1
22892,465.3,83,80.64,-1,-1
22893,921.7,101,326.2,4,-1
22894,548.5,83,27.59,-1,-1
22895,364.6,1,18.03,-1,-1
22896,79.3,83,13935.03,-1,-1
22897,254.3,83,3.48,-1,-1
22898,1398.0,101,162.89,-1,-1
22899,2671.5,71,245.51,-1,-1
22900,228.8,101,78.69,2,4
22901,174.8,46,163.53,-1,-1
22902,317.1,1,32.57,-1,-1
22903,1535.3,71,72.54,-1,-1
22904,826.4,71,78.64,-1,-1
22905,405.0,71,76.15,-1,-1
22906,195.3,101,122.82,-1,-1
22907,737.6,71,71.07,-1,-1
22908,1632.8,71,74.66,-1,-1
22909,13410.9,71,82.84,-1,-1
22910,2874.5,71,31.73,-1,-1
22911,12354.1,71,80.72,-1,-1
22912,944.4,101,146.38,3,3
22913,4637.4,71,80.04,-1,-1
22914,830.5,71,40.86,-1,-1
22915,809.1,71,73.9,-1,-1
22916,185.9,83,3.49,-1,-1
22917,1005.7,71,82.3,-1,-1
22918,6318.5,71,66.37,-1,-1
22919,205.5,46,207.94,-1,-1
22920,2481.7,71,49.42,-1,-1
22921,539.0,101,24.98,3,4
22922,1328.5,101,143.9,3,4
22923,2738.1,71,67.97,-1,-1
22924,378.7,101,223.52,3,4
22925,1519.5,101,142.37,2,-1
22926,399.5,101,247.03,4,4
22927,1222.0,1,24.12,-1,-1
22928,1040.5,71,2.37,-1,-1
22929,804.3,101,149.46,3,-1
22930,961.8,71,82.26,-1,-1
22931,503.5,71,74.92,-1,-1
22932,473.2,83,16.54,-1,-1
22933,1081.8,101,182.56,3,-1
22934,273.1,1,15.81,-1,-1
22935,267.9,101,161.47,3,-1
22936,6984.1,71,163.36,-1,-1
22937,1505.1,71,71.09,-1,-1
22938,269.5,101,130.06,3,4
22939,1080.1,71,86.53,-1,-1
22940,515.1,101,164.68,3,-1
22941,1176.3,71,39.39,-1,-1
22942,1114.0,101,576.89,5,4
22943,89.0,30,7.87,-1,-1
22944,443.6,101,161.05,-1,-1
22945,649.9,101,82.82,3,3
22946,522.1,101,458.77,4,4
22947,332.3,1,16.19,-1,-1
22948,415.3,1,33.25,-1,-1
22949,2859.1,71,186.52,-1,-1
22950,552.9,30,40.37,-1,-1
22951,1013.2,101,82.09,3,-1
22952,374.8,71,72.57,-1,-1
22953,565.0,30,89.85,-1,-1
22954,1413.7,101,394.63,4,4
22955,95.2,46,40.68,-1,-1
22956,125.2,101,4.77,1,3
22957,4500.6,71,73.97,-1,-1
22958,148.4,101,82.23,2,-1
22959,665.3,101,171.19,3,4
22960,630.2,101,163.66,3,3
22961,154.4,101,67.11,-1,4
22962,1496.6,71,82.62,-1,-1
22963,86.5,83,8.11,-1,-1
22964,311.1,101,51.59,2,5
22965,926.4,71,162.75,-1,-1
22966,86.8,46,39.52,-1,-1
22967,128.4,83,2.44,-1,-1
22968,355.0,101,341.23,2,4
22969,1064.8,71,63.51,-1,-1
22970,865.9,71,65.59,-1,-1
22971,17775.5,71,78.58,-1,-1
22972,1259.1,101,183.27,-1,3
22973,586.0,101,143.12,3,2
22974,871.3,1,17.96,-1,-1
22975,168.4,1,17.98,-1,-1
22976,775.5,71,66.09,-1,-1
22977,208.2,101,279.38,2,4
22978,1172.1,71,80.32,-1,-1
22979,376.9,83,64.41,-1,-1
22980,5353.5,71,73.72,-1,-1
22981,17161.1,71,80.55,-1,-1
22982,937.5,71,95.74,-1,-1
22983,149.1,83,15.82,-1,-1
22984,358.7,71,70.82,-1,-1
22985,1153.6,71,81.26,-1,-1
22986,398.7,30,282.08,-1,-1
22987,235.1,101,79.89,2,-1
22988,291.6,83,18.33,-1,-1
22989,321.3,1,42.82,-1,-1
22990,781.8,101,190.45,-1,-1
22991,383.6,1,24.8,-1,-1
22992,196.3,30,56.87,-1,-1
22993,1005.8,30,299.83,-1,-1
22994,125.0,83,12.42,-1,-1
22995,1607.6,71,76.04,-1,-1
22996,1031.0,71,71.88,-1,-1
22997,2136.7,71,73.23,-1,-1
22998,1660.1,71,70.87,-1,-1
22999,651.7,101,132.04,3,3
23000,703.8,101,63.87,4,1
23001,1570.8,71,63.62,-1,-1
23002,49.1,46,66.69,-1,-1
23003,769.6,1,16.63,-1,-1
23004,263.2,46,110.15,-1,-1
23005,743.1,71,72.36,-1,-1
23006,311.7,1,40.68,-1,-1
23007,4132.4,71,81.57,-1,-1
23008,190.9,101,72.06,2,3
23009,209.8,30,40.0,-1,-1
23010,701.0,71,160.28,-1,-1
23011,477.0,71,94.69,-1,-1
23012,455.6,101,133.46,3,-1
23013,426.5,101,118.99,3,4
23014,1510.5,71,73.14,-1,-1
23015,239.7,101,39.32,2,-1
23016,1405.8,71,111.12,-1,-1
23017,645.3,71,39.6,-1,-1
23018,699.9,71,71.23,-1,-1
23019,118.5,101,46.33,2,4
23020,468.0,101,66.4,3,4
23021,719.9,101,244.6,3,4
23022,260.4,30,643.21,-1,-1
23023,724.4,101,39.98,-1,-1
23024,274.1,101,116.18,2,2
23025,2930.4,71,83.36,-1,-1
23026,86.3,83,8.17,-1,-1
23027,158.4,1,66.74,-1,-1
23028,2706.0,71,450.18,-1,-1
23029,209.8,101,80.78,2,4
23030,1402.3,71,102.86,-1,-1
23031,242.4,30,58.11,-1,-1
23032,1188.0,71,66.82,-1,-1
23033,105.8,83,9.76,-1,-1
23034,1329.0,101,41.09,4,4
23035,273.4,30,51.2,-1,-1
23036,920.4,101,240.05,3,-1
23037,101.5,83,15.79,-1,-1
23038,501.1,101,231.93,2,2
23039,1177.2,71,71.79,-1,-1
23040,285.4,101,148.03,3,4
23041,216.8,83,17.66,-1,-1
23042,488.6,101,80.86,3,2
23043,179.0,83,16.26,-1,-1
23044,1770.0,71,73.48,-1,-1
23045,5561.5,71,395.37,-1,-1
23046,122.1,101,79.6,2,5
23047,179.4,1,40.86,-1,-1
23048,364.7,71,32.6,-1,-1
23049,1189.5,101,608.74,3,4
23050,495.4,1,18.17,-1,-1
23051,220.1,71,95.34,-1,-1
23052,1138.1,71,70.75,-1,-1
23053,923.6,101,78.97,-1,-1
23054,3568.5,71,98.74,-1,-1
23055,804.8,71,73.37,-1,-1
23056,617.2,101,55.07,3,-1
23057,1434.8,71,62.99,-1,-1
23058,1015.1,30,83.07,-1,-1
23059,1218.4,71,75.09,-1,-1
23060,1165.4,71,65.24,-1,-1
23061,562.2,1,32.34,-1,-1
23062,244.0,46,65.69,-1,-1
23063,498.8,101,164.52,-1,3
23064,189.7,46,39.83,-1,-1
23065,169.7,83,39.88,-1,-1
23066,130.0,101,81.02,2,3
23067,76.2,46,42.77,-1,-1
23068,8836.2,71,87.88,-1,-1
23069,106.0,30,32.72,-1,-1
23070,203.8,1,18.59,-1,-1
23071,681.4,101,166.4,-1,-1
23072,113.9,83,16.29,-1,-1
23073,1136.7,71,64.82,-1,-1
23074,2709.4,71,126.81,-1,-1
23075,523.5,30,119.07,-1,-1
23076,15737.3,71,80.29,-1,-1
23077,205.9,1,20.71,-1,-1
23078,197.0,101,49.61,2,-1
23079,420.6,30,131.79,-1,-1
23080,6290.2,71,33.12,-1,-1
23081,437.7,101,7.9,4,5
23082,770.7,101,82.29,3,-1
23083,186.9,83,19.99,-1,-1
23084,1297.4,71,72.17,-1,-1
23085,120.0,101,41.44,2,5
23086,591.2,71,66.44,-1,-1
23087,1377.2,71,79.74,-1,-1
23088,626.4,101,80.7,3,-1
23089,221.1,101,60.96,2,5
23090,36.0,71,0.82,-1,-1
23091,226.2,101,23.3,4,4
23092,10110.4,71,72.59,-1,-1
23093,458.0,30,113.02,-1,-1
23094,1479.1,101,101.71,3,4
23095,924.7,101,161.11,2,2
23096,972.2,71,47.87,-1,-1
23097,5728.8,71,289.46,-1,-1
23098,327.6,46,6.67,-1,-1
23099,634.4,30,239.31,-1,-1
23100,180.3,71,78.64,-1,-1
23101,73.7,46,82.15,-1,-1
23102,75.2,101,40.24,-1,-1
23103,972.3,71,64.14,-1,-1
23104,511.9,1,31.84,-1,-1
23105,1048.3,71,73.18,-1,-1
23106,358.3,71,94.68,-1,-1
23107,1134.2,101,386.36,4,4
23108,394.4,30,164.47,-1,-1
23109,128.7,101,83.4,2,4
23110,463.5,101,139.14,3,4
23111,570.7,71,89.12,-1,-1
23112,8386.1,71,79.12,-1,-1
23113,360.7,101,246.87,3,-1
23114,469.7,71,79.23,-1,-1
23115,1214.8,71,81.08,-1,-1
23116,781.6,71,89.89,-1,-1
23117,784.2,101,394.76,3,-1
23118,1849.3,101,567.61,6,3
23119,240.9,101,163.25,2,-1
23120,407.8,30,48.27,-1,-1
23121,150.6,83,82.93,-1,-1
23122,737.8,71,79.76,-1,-1
23123,13912.2,71,71.08,-1,-1
23124,487.7,101,120.9,3,-1
23125,4166.3,71,89.76,-1,-1
23126,202.6,101,40.83,3,4
23127,59.5,46,97.33,-1,-1
23128,4794.5,71,80.09,-1,-1
23129,1884.8,71,100.02,-1,-1
23130,431.6,1,28.4,-1,-1
23131,332.5,30,158.1,-1,-1
23132,651.0,30,166.35,-1,-1
23133,11564.7,71,79.44,-1,-1
23134,303.4,71,80.32,-1,-1
23135,102.6,1,26.94,-1,-1
23136,794.1,71,104.76,-1,-1
23137,498.3,101,39.38,2,-1
23138,2027.0,101,576.22,4,-1
23139,146.8,46,8.0,-1,-1
23140,3870.5,71,81.94,-1,-1
23141,1366.2,101,152.02,-1,-1
