user_id,age,sex,user_lv_cd
29914,4,2,3
29915,4,1,2
29916,2,2,3
29917,4,2,2
29918,3,0,5
29919,4,2,3
29920,3,2,4
29921,3,0,4
29922,-1,0,4
29923,3,0,4
29924,3,0,4
29925,4,2,2
29926,3,2,5
29927,2,1,2
29928,3,2,3
29929,3,0,3
29930,-1,2,3
29931,3,2,3
29932,-1,0,4
29933,-1,2,2
29934,-1,0,5
29935,-1,2,2
29936,3,0,5
29937,3,0,5
29938,3,0,5
29939,4,2,3
29940,4,2,2
29941,-1,0,1
29942,-1,1,5
29943,3,2,2
29944,3,2,2
29945,6,2,2
29946,4,2,3
29947,4,0,3
29948,-1,2,2
29949,-1,2,3
29950,3,2,2
29951,3,0,4
29952,3,2,4
29953,-1,2,2
29954,4,0,5
29955,3,0,4
29956,2,0,3
29957,3,0,5
29958,3,0,3
29959,3,2,3
29960,-1,2,3
29961,3,2,3
29962,4,2,4
29963,3,2,3
29964,-1,2,2
29965,-1,2,3
29966,-1,2,2
29967,4,2,3
29968,3,1,2
29969,2,2,3
29970,-1,2,2
29971,3,2,3
29972,3,0,4
29973,6,2,3
29974,-1,2,2
29975,3,2,3
29976,4,2,5
29977,-1,2,3
29978,3,2,5
29979,3,0,5
29980,3,2,4
29981,-1,0,5
29982,3,2,3
29983,3,2,2
29984,3,2,4
29985,-1,2,3
29986,3,0,2
29987,3,0,5
29988,2,2,3
29989,-1,2,2
29990,3,2,3
29991,3,2,4
29992,-1,2,2
29993,3,2,5
29994,3,2,3
29995,4,2,3
29996,3,2,3
29997,-1,2,2
29998,-1,0,3
29999,3,2,3
30000,4,2,2
30001,3,2,4
30002,-1,2,2
30003,-1,2,3
30004,-1,2,2
30005,3,2,4
30006,4,2,3
30007,-1,2,2
30008,-1,2,5
30009,-1,2,2
30010,2,2,3
30011,3,1,5
30012,4,2,3
30013,5,0,5
30014,-1,2,2
30015,-1,2,2
30016,2,2,3
30017,4,2,4
30018,3,2,3
30019,3,2,4
30020,3,2,4
30021,3,2,5
30022,-1,2,2
30023,3,2,2
30024,3,2,2
30025,3,1,5
30026,4,0,5
30027,4,2,4
30028,3,2,5
30029,3,0,3
30030,4,0,5
30031,-1,2,2
30032,2,2,3
30033,3,2,3
30034,5,1,2
30035,4,2,2
30036,3,1,5
30037,-1,2,2
30038,-1,2,2
30039,2,2,2
30040,3,2,3
30041,3,2,4
30042,3,0,4
30043,3,2,3
30044,-1,2,3
30045,3,2,2
30046,3,2,5
30047,3,0,3
30048,-1,2,2
30049,3,2,3
30050,4,2,2
30051,3,2,4
30052,-1,2,2
30053,4,2,3
30054,5,0,4
30055,4,2,3
30056,2,2,4
30057,-1,2,2
30058,4,2,3
30059,-1,1,2
30060,3,2,4
30061,-1,2,2
30062,4,2,2
30063,3,2,3
30064,4,2,3
30065,4,2,3
30066,4,2,3
30067,3,0,5
30068,2,2,3
30069,3,0,2
30070,4,2,4
30071,3,2,2
30072,-1,2,2
30073,2,2,2
30074,3,2,4
30075,4,1,5
30076,4,2,3
30077,-1,2,2
30078,-1,2,2
30079,4,2,5
30080,-1,2,4
30081,3,0,4
30082,3,0,5
30083,3,0,4
30084,4,0,5
30085,-1,2,3
30086,3,2,3
30087,4,2,3
30088,3,0,4
30089,3,0,2
30090,-1,2,2
30091,3,1,4
30092,-1,2,2
30093,4,2,5
30094,3,0,4
30095,-1,2,2
30096,2,2,2
30097,3,2,3
30098,4,0,5
30099,2,2,2
30100,6,2,3
30101,3,0,3
30102,4,2,4
30103,3,1,4
30104,4,2,2
30105,4,2,4
30106,3,2,3
30107,-1,2,3
30108,4,0,4
30109,3,2,3
30110,4,2,3
30111,-1,2,2
30112,-1,2,2
30113,5,2,2
30114,3,0,4
30115,-1,2,2
30116,4,2,3
30117,4,2,4
30118,3,1,2
30119,-1,2,2
30120,3,1,3
30121,-1,2,2
30122,4,2,3
30123,3,2,3
30124,4,2,3
30125,-1,2,2
30126,4,2,3
30127,2,2,3
30128,4,2,2
30129,3,2,2
30130,3,2,3
30131,-1,2,4
30132,-1,2,3
30133,-1,2,3
30134,3,2,5
30135,-1,2,3
30136,4,2,2
30137,3,2,2
30138,4,2,4
30139,3,0,2
30140,-1,0,5
30141,4,2,3
30142,3,0,3
30143,3,2,3
30144,-1,2,2
30145,-1,0,5
30146,4,2,3
30147,4,2,3
30148,4,2,3
30149,3,2,3
30150,4,2,3
30151,4,2,4
30152,3,2,4
30153,-1,0,5
30154,3,0,4
30155,3,2,3
30156,4,0,3
30157,4,2,3
30158,4,2,4
30159,3,2,4
30160,-1,2,2
30161,3,2,4
30162,4,2,3
30163,3,2,4
30164,3,0,3
30165,4,2,3
30166,3,0,5
30167,2,2,2
30168,4,1,4
30169,3,2,5
30170,4,0,3
30171,3,0,4
30172,4,2,3
30173,-1,0,5
30174,5,2,2
30175,4,2,3
30176,6,0,5
30177,2,2,3
30178,3,1,2
30179,4,2,2
30180,3,2,3
30181,4,2,3
30182,-1,2,2
30183,4,2,3
30184,2,2,3
30185,3,1,5
30186,3,2,4
30187,3,2,3
30188,3,0,4
30189,3,2,4
30190,-1,2,3
30191,3,2,4
30192,-1,2,2
30193,3,2,5
30194,4,2,2
30195,4,0,5
30196,-1,2,2
30197,-1,2,2
30198,4,2,2
30199,3,2,2
30200,5,2,2
30201,4,2,3
30202,2,2,4
30203,-1,2,2
30204,3,2,4
30205,3,2,3
30206,3,2,3
30207,-1,2,2
30208,3,2,4
30209,-1,2,5
30210,-1,2,3
30211,3,0,3
30212,3,2,4
30213,4,2,4
30214,3,0,5
30215,-1,2,2
30216,3,2,4
30217,4,2,4
30218,3,2,2
30219,4,2,3
30220,3,0,5
30221,3,0,5
30222,3,0,4
30223,-1,2,2
30224,3,2,2
30225,-1,2,2
30226,4,0,4
30227,4,2,4
30228,-1,1,3
30229,-1,2,2
30230,3,2,4
30231,3,2,2
30232,3,0,4
30233,6,0,5
30234,3,2,4
30235,-1,2,2
30236,-1,1,5
30237,3,0,5
30238,3,2,4
30239,4,2,3
30240,2,2,5
30241,4,2,2
30242,3,2,3
30243,4,2,3
30244,4,2,3
30245,4,0,4
30246,3,1,4
30247,4,1,2
30248,4,2,3
30249,3,2,3
30250,-1,2,2
30251,4,2,3
30252,3,2,4
30253,3,2,2
30254,4,2,3
30255,4,2,3
30256,4,0,4
30257,3,0,5
30258,4,1,4
30259,2,2,4
30260,3,2,5
30261,-1,2,2
30262,-1,2,2
30263,3,0,5
30264,4,2,4
30265,4,2,4
30266,3,1,2
30267,2,2,2
30268,3,2,3
30269,3,2,4
30270,4,2,2
30271,3,0,5
30272,4,2,5
30273,-1,2,4
30274,2,1,3
30275,-1,2,2
30276,4,2,3
30277,4,2,3
30278,-1,2,2
30279,-1,2,4
30280,3,2,3
30281,4,2,3
30282,3,0,5
30283,4,2,5
30284,-1,2,3
30285,4,2,2
30286,-1,2,2
30287,3,1,4
30288,4,2,3
30289,-1,2,3
30290,4,2,3
30291,3,0,5
30292,3,2,4
30293,3,2,3
30294,3,2,3
30295,4,0,5
30296,4,2,2
30297,-1,2,2
30298,3,1,3
30299,-1,2,2
30300,-1,2,2
30301,2,2,2
30302,3,2,3
30303,4,0,5
30304,-1,2,2
30305,4,0,3
30306,4,0,5
30307,3,2,2
30308,3,0,5
30309,2,0,3
30310,-1,2,2
30311,-1,1,2
30312,4,2,3
30313,4,2,3
30314,3,2,2
30315,5,2,2
30316,3,1,5
30317,4,2,4
30318,-1,2,2
30319,6,2,4
30320,3,2,4
30321,3,2,5
30322,-1,2,2
30323,-1,2,3
30324,4,2,3
30325,4,2,3
30326,3,1,5
30327,-1,2,2
30328,3,0,2
30329,3,2,2
30330,4,0,4
30331,4,2,2
30332,4,2,3
30333,3,2,2
30334,-1,2,2
30335,3,2,4
30336,2,1,2
30337,3,2,5
30338,4,2,4
30339,3,2,3
30340,3,2,5
30341,3,2,3
30342,-1,2,3
30343,3,0,3
30344,-1,2,1
30345,-1,2,2
30346,4,2,3
30347,3,0,3
30348,3,2,2
30349,3,2,4
30350,4,1,3
30351,4,2,3
30352,-1,1,3
30353,2,2,3
30354,4,1,5
30355,4,2,2
30356,3,0,5
30357,3,0,3
30358,-1,1,2
30359,-1,2,2
30360,2,1,4
30361,3,2,3
30362,3,0,5
30363,4,0,3
30364,3,0,5
30365,3,1,4
30366,4,2,4
30367,-1,2,2
30368,2,2,3
30369,3,2,3
30370,3,1,5
30371,4,2,2
30372,3,2,3
30373,-1,2,2
30374,3,2,2
30375,3,2,4
30376,3,1,5
30377,-1,2,2
30378,5,0,4
30379,4,2,2
30380,3,2,3
30381,3,2,2
30382,-1,2,3
30383,2,2,3
30384,3,1,4
30385,-1,2,3
30386,-1,2,4
30387,-1,2,2
30388,2,2,3
30389,3,0,5
30390,-1,2,3
30391,3,2,3
30392,3,2,3
30393,3,2,4
30394,3,2,4
30395,2,2,4
30396,-1,2,2
30397,3,2,3
30398,2,2,3
30399,-1,2,2
30400,3,2,4
30401,4,2,3
30402,4,2,4
30403,-1,2,2
30404,-1,2,4
30405,4,0,4
30406,4,2,3
30407,3,2,3
30408,-1,2,2
30409,3,1,5
30410,-1,2,3
30411,2,2,3
30412,2,2,2
30413,4,1,4
30414,3,2,4
30415,3,2,2
30416,-1,2,3
30417,4,2,3
30418,4,2,4
30419,-1,2,2
30420,3,2,5
30421,3,2,3
30422,3,2,3
30423,3,2,2
30424,3,2,3
30425,-1,2,2
30426,-1,0,5
30427,3,2,3
30428,-1,2,2
30429,-1,2,4
30430,4,2,4
30431,3,0,5
30432,4,2,4
30433,3,0,4
30434,2,0,3
30435,-1,2,2
30436,3,2,3
30437,4,2,3
30438,3,2,2
30439,3,2,3
30440,-1,2,3
30441,3,2,2
30442,-1,2,2
30443,3,1,4
30444,2,2,2
30445,-1,2,2
30446,4,0,3
30447,3,0,3
30448,-1,1,2
30449,4,0,4
30450,-1,2,2
30451,3,2,2
30452,4,2,3
30453,-1,2,2
30454,4,0,5
30455,-1,2,3
30456,2,1,2
30457,3,2,5
30458,3,0,5
30459,3,2,4
30460,4,0,4
30461,3,1,5
30462,4,2,5
30463,3,2,4
30464,-1,2,3
30465,3,1,5
30466,-1,0,4
30467,-1,2,3
30468,4,0,5
30469,-1,2,2
30470,3,1,3
30471,-1,2,2
30472,-1,2,2
30473,-1,2,2
30474,3,1,3
30475,4,0,3
30476,-1,2,2
30477,2,2,3
30478,4,2,3
30479,-1,2,2
30480,3,0,5
30481,2,2,2
30482,-1,2,2
30483,4,2,4
30484,-1,2,3
30485,2,2,2
30486,-1,2,3
30487,4,2,3
30488,2,2,2
30489,3,0,5
30490,4,0,5
30491,4,2,2
30492,3,1,3
30493,-1,2,3
30494,3,0,5
30495,3,2,3
30496,3,2,4
30497,4,2,3
30498,4,0,4
30499,-1,2,3
30500,4,2,3
30501,-1,2,2
30502,3,2,3
30503,2,2,2
30504,2,2,3
30505,3,2,4
30506,4,0,4
30507,3,0,3
30508,4,2,3
30509,3,2,4
30510,3,2,3
30511,-1,0,5
30512,3,0,3
30513,4,1,5
30514,3,2,2
30515,2,2,4
30516,-1,2,3
30517,4,2,4
30518,4,0,5
30519,3,0,4
30520,-1,2,2
30521,3,0,4
30522,-1,2,2
30523,3,2,5
30524,-1,2,3
30525,4,2,2
30526,4,2,2
30527,3,1,4
30528,3,2,2
30529,-1,2,2
30530,4,0,4
30531,4,2,4
30532,3,0,3
30533,3,1,5
30534,3,2,2
30535,-1,2,3
30536,-1,0,5
30537,3,2,3
30538,3,2,4
30539,2,2,2
30540,3,0,3
30541,3,2,4
30542,4,0,5
30543,-1,2,2
30544,3,0,5
30545,3,2,4
30546,3,0,3
30547,2,2,3
30548,-1,2,4
30549,4,0,5
30550,3,2,2
30551,3,1,2
30552,4,2,2
30553,4,2,4
30554,3,2,5
30555,2,2,5
30556,3,1,5
30557,4,0,5
30558,4,2,2
30559,3,2,3
30560,2,2,2
30561,2,2,2
30562,2,2,2
30563,3,2,3
30564,6,2,2
30565,4,0,3
30566,-1,2,2
30567,3,2,3
30568,3,0,3
30569,-1,2,1
30570,-1,2,2
30571,3,0,5
30572,3,2,2
30573,3,2,4
30574,3,2,5
30575,3,0,4
30576,-1,1,3
30577,3,0,4
30578,-1,2,2
30579,4,2,2
30580,-1,2,3
30581,4,2,2
30582,-1,2,3
30583,2,2,3
30584,4,2,3
30585,-1,2,2
30586,4,2,4
30587,-1,2,2
30588,-1,2,2
30589,4,2,3
30590,4,2,4
30591,-1,2,3
30592,3,0,2
30593,-1,2,2
30594,2,2,3
30595,-1,2,2
30596,3,0,4
30597,3,0,3
30598,-1,2,2
30599,3,2,3
30600,-1,1,4
30601,3,2,3
30602,-1,2,2
30603,4,2,5
30604,-1,2,3
30605,-1,2,2
30606,3,2,4
30607,4,2,2
30608,4,2,2
30609,3,2,4
30610,2,2,2
30611,-1,2,3
30612,-1,2,4
30613,-1,2,3
30614,2,2,2
30615,3,0,4
30616,3,0,5
30617,2,2,3
30618,3,2,2
30619,3,2,3
30620,3,2,4
30621,-1,2,2
30622,3,2,3
30623,-1,2,2
30624,3,2,3
30625,4,2,2
30626,-1,0,5
30627,2,2,3
30628,5,0,4
30629,3,2,3
30630,3,2,4
30631,3,0,3
30632,3,1,3
30633,4,2,3
30634,3,0,3
30635,-1,2,2
30636,4,0,5
30637,4,0,4
30638,-1,2,2
30639,-1,2,3
30640,3,0,5
30641,4,2,3
30642,2,2,4
30643,3,2,4
30644,2,2,3
30645,4,2,5
30646,4,2,2
30647,4,1,3
30648,4,2,2
30649,3,2,3
30650,3,2,4
30651,-1,2,2
30652,-1,2,2
30653,2,1,2
30654,-1,2,3
30655,3,2,4
30656,4,2,2
30657,-1,2,3
30658,3,2,4
30659,-1,2,2
30660,3,0,5
30661,2,0,3
30662,3,2,3
30663,-1,0,5
30664,3,0,4
30665,-1,1,4
30666,3,0,5
30667,3,2,3
30668,4,0,5
30669,3,2,4
30670,3,2,3
30671,-1,2,2
30672,3,1,4
30673,3,2,3
30674,-1,2,2
30675,4,0,5
30676,4,2,3
30677,-1,0,3
30678,3,0,4
30679,4,2,3
30680,4,1,5
30681,3,0,5
30682,3,2,3
30683,4,2,2
30684,3,1,4
30685,-1,2,2
30686,3,2,4
30687,3,0,3
30688,3,2,5
30689,3,2,3
30690,3,2,5
30691,3,2,4
30692,4,2,5
30693,2,0,4
30694,-1,2,2
30695,3,2,5
30696,2,0,3
30697,3,2,5
30698,3,2,3
30699,-1,2,1
30700,-1,2,2
30701,3,2,5
30702,3,2,5
30703,3,0,5
30704,2,0,3
30705,-1,2,2
30706,4,2,2
30707,4,2,3
30708,3,2,2
30709,3,2,3
30710,3,2,3
30711,3,2,5
30712,-1,2,2
30713,4,1,3
30714,4,1,5
30715,-1,2,4
30716,-1,2,3
30717,4,0,5
30718,3,1,5
30719,2,2,2
30720,3,0,5
30721,3,0,4
30722,4,2,4
30723,3,2,3
30724,-1,0,5
30725,3,0,4
30726,-1,2,3
30727,-1,2,2
30728,4,2,3
30729,3,0,4
30730,-1,2,2
30731,3,0,5
30732,3,2,4
30733,-1,2,3
30734,3,0,5
30735,3,0,5
30736,3,0,3
30737,4,1,4
30738,3,2,4
30739,2,2,5
30740,4,2,4
30741,3,0,3
30742,3,2,5
30743,3,0,4
30744,4,2,2
30745,4,2,3
30746,4,2,3
30747,-1,2,2
30748,3,2,3
30749,-1,2,4
30750,5,2,2
30751,3,0,4
30752,3,0,5
30753,4,0,4
30754,3,1,4
30755,3,2,4
30756,3,2,3
30757,3,2,4
30758,3,0,3
30759,3,2,3
30760,-1,2,2
30761,4,2,3
30762,3,2,4
30763,3,1,4
30764,3,1,2
30765,4,2,2
30766,3,1,4
30767,4,2,3
30768,3,2,5
30769,4,2,4
30770,4,2,3
30771,3,2,3
30772,3,2,4
30773,3,0,4
30774,3,2,4
30775,3,0,5
30776,3,0,4
30777,4,2,4
30778,4,2,4
30779,2,2,3
30780,3,2,5
30781,3,0,5
30782,-1,2,2
30783,4,0,4
30784,3,0,4
30785,3,2,5
30786,-1,2,2
30787,3,0,5
30788,4,2,2
30789,3,2,4
30790,3,2,5
30791,-1,0,5
30792,3,2,5
30793,-1,2,2
30794,4,2,5
30795,4,1,3
30796,2,2,4
30797,3,0,5
30798,4,2,2
30799,2,2,2
30800,3,2,4
30801,5,2,2
30802,3,0,2
30803,3,2,3
30804,3,2,4
30805,4,2,3
30806,3,0,4
30807,4,2,2
30808,4,2,3
30809,3,0,5
30810,3,1,4
30811,-1,2,2
30812,3,2,2
30813,4,2,2
30814,3,0,5
30815,3,2,4
30816,3,0,4
30817,3,2,5
30818,-1,2,3
30819,2,2,4
30820,3,0,4
30821,3,2,4
30822,-1,2,4
30823,3,1,4
30824,3,0,5
30825,3,0,5
30826,3,0,5
30827,-1,2,2
30828,3,2,3
30829,4,0,5
30830,-1,2,2
30831,4,1,4
30832,-1,2,4
30833,4,2,3
30834,3,0,5
30835,3,2,3
30836,-1,2,2
30837,-1,0,4
30838,-1,2,2
30839,-1,2,3
30840,2,2,2
30841,-1,2,1
30842,-1,2,2
30843,3,1,5
30844,4,1,5
30845,-1,0,5
30846,4,2,3
30847,3,0,5
30848,3,0,5
30849,3,2,3
30850,3,2,3
30851,4,1,5
30852,4,2,5
30853,3,2,5
30854,3,0,3
30855,4,2,3
30856,-1,2,3
30857,4,0,4
30858,3,0,5
30859,4,0,3
30860,3,2,4
30861,3,0,3
30862,3,0,5
30863,3,2,3
30864,4,2,4
30865,3,1,4
30866,4,2,3
30867,3,1,4
30868,3,2,4
30869,3,0,5
30870,3,2,4
30871,4,0,5
30872,3,1,5
30873,2,0,4
30874,6,1,4
30875,-1,2,2
30876,4,2,3
30877,3,2,4
30878,-1,2,2
30879,3,2,2
30880,3,2,2
30881,3,2,4
30882,-1,0,2
30883,4,2,2
30884,5,2,2
30885,3,0,5
30886,3,2,3
30887,3,2,2
30888,-1,2,2
30889,3,0,3
30890,3,2,3
30891,-1,0,2
30892,3,2,2
30893,-1,2,2
30894,4,0,4
30895,3,2,5
30896,4,2,2
30897,4,1,3
30898,4,0,5
30899,3,2,3
30900,3,2,3
30901,3,0,5
30902,3,0,3
30903,3,2,4
30904,4,2,2
30905,-1,2,3
30906,3,0,4
30907,3,2,4
30908,4,0,5
30909,-1,2,2
30910,4,2,2
30911,4,2,3
30912,4,0,3
30913,-1,2,2
30914,4,2,3
30915,3,2,5
30916,4,0,4
30917,4,2,2
30918,-1,2,2
30919,3,0,4
30920,3,0,5
30921,-1,2,3
30922,-1,2,2
30923,3,2,4
30924,3,1,3
30925,4,2,5
30926,3,2,3
30927,4,2,3
30928,4,1,4
30929,-1,2,2
30930,4,0,5
30931,3,2,2
30932,3,1,5
30933,3,1,2
30934,3,2,2
30935,3,2,2
30936,3,2,2
30937,3,0,4
30938,2,2,2
30939,-1,2,2
30940,3,2,4
30941,3,2,4
30942,-1,2,3
30943,3,2,2
30944,3,2,3
30945,3,0,4
30946,4,1,4
30947,2,2,2
30948,-1,2,2
30949,4,2,3
30950,4,2,3
30951,3,0,5
30952,2,2,2
30953,2,2,3
30954,3,2,4
30955,4,2,3
30956,3,2,4
30957,-1,1,2
30958,4,0,3
30959,4,1,2
30960,6,0,4
30961,4,0,3
30962,2,0,4
30963,-1,2,2
30964,-1,1,3
30965,4,2,3
30966,2,2,2
30967,-1,2,2
30968,-1,0,3
30969,2,2,4
30970,3,0,5
30971,3,2,3
30972,3,2,3
30973,3,0,5
30974,-1,2,2
30975,-1,2,3
30976,4,1,3
30977,2,1,3
30978,4,2,3
30979,-1,2,3
30980,4,2,2
30981,-1,2,4
30982,2,2,3
30983,3,2,4
30984,-1,2,3
30985,3,2,4
30986,3,2,3
30987,-1,2,3
30988,4,2,2
30989,4,2,2
30990,-1,2,2
30991,4,2,4
30992,3,2,3
30993,-1,2,1
30994,3,2,4
30995,-1,2,2
30996,4,2,2
30997,3,2,4
30998,2,1,4
30999,3,2,4
31000,-1,2,2
31001,3,2,3
31002,-1,2,3
31003,4,0,3
31004,-1,2,3
31005,4,1,3
31006,3,2,2
31007,4,2,3
31008,2,1,3
31009,-1,2,4
31010,4,2,3
31011,-1,2,3
31012,4,0,5
31013,-1,2,3
31014,4,2,2
31015,3,0,4
31016,3,0,4
31017,3,2,3
31018,3,0,5
31019,3,2,5
31020,3,2,4
31021,4,2,2
31022,-1,2,2
31023,3,2,2
31024,3,0,4
31025,-1,2,2
31026,3,0,5
31027,2,2,4
31028,3,1,5
31029,3,2,4
31030,4,0,5
31031,-1,2,2
31032,-1,2,3
31033,-1,2,2
31034,3,0,3
31035,-1,2,2
31036,4,2,2
31037,4,2,3
31038,4,2,2
31039,3,2,2
31040,-1,2,2
31041,-1,2,5
31042,4,1,2
31043,-1,2,2
31044,4,1,3
31045,3,0,4
31046,5,2,2
31047,-1,0,5
31048,4,2,3
31049,3,2,4
31050,3,2,3
31051,3,2,2
31052,-1,2,2
31053,4,2,5
31054,3,2,4
31055,3,0,5
31056,4,2,3
31057,2,0,2
31058,-1,2,2
31059,3,2,4
31060,3,0,5
31061,-1,2,3
31062,4,2,2
31063,-1,2,2
31064,-1,2,2
31065,-1,2,4
31066,2,2,3
31067,4,0,4
31068,4,2,2
31069,-1,2,3
31070,3,2,2
31071,4,2,3
31072,4,2,2
31073,3,0,4
31074,-1,2,2
31075,3,2,2
31076,4,2,3
31077,3,0,4
31078,-1,2,2
31079,4,2,4
31080,4,2,2
31081,3,0,5
31082,-1,2,2
31083,3,0,3
31084,3,2,5
31085,-1,0,2
31086,3,2,4
31087,-1,2,3
31088,4,2,3
31089,-1,2,2
31090,3,0,5
31091,4,2,4
31092,3,0,4
31093,3,0,3
31094,4,2,3
31095,4,2,3
31096,-1,2,2
31097,3,2,2
31098,4,2,4
31099,3,1,5
31100,-1,2,2
31101,4,2,2
31102,-1,2,2
31103,-1,2,3
31104,3,0,4
31105,4,2,2
31106,-1,2,2
31107,3,2,2
31108,4,2,3
31109,3,1,5
31110,4,0,5
31111,-1,2,2
31112,-1,1,2
31113,3,2,2
31114,3,2,4
31115,-1,2,2
31116,4,1,5
31117,4,1,2
31118,-1,2,2
31119,-1,2,2
31120,3,1,5
31121,3,2,2
31122,2,2,2
31123,4,0,5
31124,-1,2,1
31125,4,2,4
31126,2,2,3
31127,4,2,2
31128,-1,2,2
31129,-1,2,2
31130,-1,2,2
31131,3,0,5
31132,4,2,3
31133,-1,2,2
31134,4,2,3
31135,-1,0,5
31136,4,2,2
31137,-1,2,3
31138,-1,2,5
31139,2,2,3
31140,3,2,4
31141,4,0,4
31142,3,2,3
31143,2,2,3
31144,3,2,2
31145,3,2,3
31146,4,2,3
31147,4,2,2
31148,4,0,3
31149,4,0,5
31150,2,2,2
31151,-1,2,4
31152,3,2,4
31153,-1,2,2
31154,3,1,5
31155,3,2,4
31156,4,0,5
31157,-1,0,2
31158,-1,2,2
31159,-1,1,3
31160,4,2,2
31161,4,0,3
31162,-1,2,2
31163,3,2,3
31164,3,0,5
31165,3,0,5
31166,4,0,4
31167,-1,2,3
31168,-1,0,4
31169,3,0,4
31170,2,0,4
31171,4,0,4
31172,-1,2,3
31173,-1,2,3
31174,3,2,4
31175,3,0,4
31176,3,2,3
31177,3,0,5
31178,-1,2,3
31179,3,2,4
31180,2,0,5
31181,4,2,5
31182,4,2,3
31183,4,0,4
31184,4,2,3
31185,-1,2,4
31186,4,1,4
31187,-1,1,2
31188,4,2,2
31189,3,0,5
31190,3,1,5
31191,4,2,3
31192,-1,2,2
31193,4,2,3
31194,-1,2,2
31195,3,2,2
31196,-1,2,3
31197,3,2,4
31198,4,2,2
31199,3,0,3
31200,3,1,5
31201,2,1,3
31202,4,2,5
31203,2,0,4
31204,3,1,4
31205,2,2,4
31206,3,2,2
31207,5,2,3
31208,4,2,4
31209,3,0,3
31210,-1,2,3
31211,-1,2,2
31212,3,2,3
31213,3,2,5
31214,-1,0,2
31215,-1,2,3
31216,3,2,2
31217,3,0,4
31218,-1,2,3
31219,3,0,5
31220,4,2,2
31221,-1,2,2
31222,3,2,4
31223,3,2,3
31224,4,0,5
31225,4,1,3
31226,-1,2,2
31227,-1,2,2
31228,3,0,5
31229,-1,2,2
31230,3,0,5
31231,-1,2,2
31232,3,2,5
31233,4,2,4
31234,-1,2,2
31235,3,2,5
31236,-1,2,2
31237,4,2,5
31238,-1,2,2
31239,3,1,5
31240,-1,2,2
31241,-1,2,2
31242,-1,0,4
31243,4,2,3
31244,3,2,2
31245,3,0,4
31246,2,1,4
31247,4,0,5
31248,2,2,4
31249,3,0,3
31250,2,2,4
31251,3,2,2
31252,4,1,4
31253,2,2,5
31254,-1,1,2
31255,-1,2,2
31256,-1,2,2
31257,-1,0,5
31258,3,1,2
31259,4,2,3
31260,3,0,5
31261,-1,2,3
31262,4,0,5
31263,4,1,3
31264,3,1,4
31265,3,1,5
31266,3,0,4
31267,4,2,3
31268,-1,1,2
31269,3,2,4
31270,-1,2,2
31271,2,2,3
31272,4,2,2
31273,-1,2,2
31274,-1,2,2
31275,3,2,3
31276,3,2,2
31277,3,2,4
31278,3,2,3
31279,3,0,5
31280,-1,2,2
31281,4,2,3
31282,4,0,3
31283,3,2,3
31284,-1,2,2
31285,3,2,3
31286,4,2,2
31287,3,2,3
31288,4,2,4
31289,4,2,3
31290,3,1,3
31291,3,2,4
31292,-1,2,2
31293,-1,2,2
31294,4,0,4
31295,-1,2,2
31296,-1,2,3
31297,3,0,5
31298,-1,2,1
31299,3,0,5
31300,3,2,3
31301,3,2,3
31302,3,0,5
31303,5,0,5
31304,4,2,3
31305,-1,1,2
31306,4,2,4
31307,-1,2,4
31308,3,2,4
31309,-1,2,2
31310,4,2,2
31311,3,0,5
31312,3,2,4
31313,-1,2,3
31314,3,0,4
31315,-1,2,2
31316,-1,2,3
31317,3,2,2
31318,3,1,5
31319,3,2,3
31320,2,2,3
31321,-1,2,2
31322,-1,2,2
31323,3,2,2
31324,4,1,5
31325,6,2,3
31326,-1,2,2
31327,3,2,2
31328,3,0,5
31329,-1,2,2
31330,3,0,5
31331,4,2,4
31332,4,2,2
31333,3,2,3
31334,-1,2,2
31335,3,2,3
31336,3,1,5
31337,4,2,5
31338,-1,1,3
31339,-1,2,2
31340,3,2,2
31341,3,2,4
31342,4,2,4
31343,-1,0,5
31344,-1,2,2
31345,3,2,2
31346,3,0,4
31347,4,2,3
31348,4,2,3
31349,3,2,4
31350,3,2,2
31351,3,2,3
31352,-1,2,2
31353,2,2,2
31354,4,2,4
31355,2,2,3
31356,4,0,3
31357,3,0,4
31358,4,2,3
31359,3,0,5
31360,-1,0,5
31361,3,0,5
31362,3,0,5
31363,-1,2,2
31364,4,2,2
31365,3,2,3
31366,4,2,3
31367,4,2,2
31368,3,2,3
31369,4,0,4
31370,4,2,4
31371,3,0,4
31372,2,2,3
31373,-1,2,2
31374,3,2,3
31375,2,2,3
31376,-1,2,3
31377,-1,2,3
31378,3,2,3
31379,3,0,5
31380,3,0,5
31381,3,2,4
31382,2,2,4
31383,-1,2,2
31384,4,0,4
31385,3,2,4
31386,-1,2,2
31387,-1,0,5
31388,4,0,4
31389,2,2,4
31390,4,2,3
31391,-1,2,2
31392,-1,2,2
31393,3,0,5
31394,3,2,4
31395,-1,1,1
31396,3,0,5
31397,3,0,4
31398,-1,2,2
31399,-1,2,2
31400,4,0,5
31401,-1,2,2
31402,3,2,3
31403,6,2,2
31404,-1,2,3
31405,3,2,4
31406,6,2,4
31407,3,2,4
31408,2,1,2
31409,4,2,4
31410,-1,2,2
31411,4,2,2
31412,3,2,3
31413,-1,2,3
31414,4,2,2
31415,5,2,3
31416,3,1,5
31417,-1,2,4
31418,4,2,4
31419,4,2,3
31420,3,0,4
31421,3,0,4
31422,4,2,4
